window_start,score,flag,split
23100,6.041093826293945,0,train
23400,6.082639694213867,0,train
23700,7.463351726531982,0,train
24000,14.418380737304688,0,train
24300,11.326842308044434,0,train
24600,2.5100672245025635,0,train
24900,6.49568510055542,0,train
25200,5.623203277587891,0,train
25500,3.3608994483947754,0,train
25800,26.308183670043945,0,train
26100,6.164517879486084,0,train
26400,29.234495162963867,0,train
26700,4.006396293640137,0,train
27000,7.238279342651367,0,train
27300,11.751896858215332,0,train
27600,5.742066383361816,0,train
27900,8.331318855285645,0,train
28200,3.1103575229644775,0,train
28500,5.077142715454102,0,train
28800,4.3034443855285645,0,train
29100,4.045127868652344,0,train
29400,21.548587799072266,0,train
29700,5.232175827026367,0,train
30000,7.9835076332092285,0,train
30300,6.053916931152344,0,train
30600,3.7531239986419678,0,train
30900,5.731247425079346,0,train
31200,4.198859214782715,0,train
31500,7.7650017738342285,0,train
31800,4.511398792266846,0,train
32100,27.976470947265625,0,train
32400,113.76525115966797,1,train
32700,6.727318286895752,0,train
33000,7.9786176681518555,0,train
33300,5.965290546417236,0,train
33600,5.557990074157715,0,train
33900,4.872410774230957,0,train
34200,4.419312000274658,0,train
34500,39.558406829833984,0,train
34800,4.156929016113281,0,train
35100,3.91003680229187,0,train
35400,5.01344633102417,0,train
35700,8.149385452270508,0,train
36000,7.127045154571533,0,train
36300,9.101957321166992,0,train
36600,8.624579429626465,0,train
36900,6.963650703430176,0,train
37200,5.360352516174316,0,train
37500,9.92306900024414,0,train
37800,7.01632833480835,0,train
38100,10.566946029663086,0,train
38400,6.135539531707764,0,train
38700,4.632684230804443,0,train
39000,4.167940139770508,0,train
39300,14.165299415588379,0,train
39600,3.4190096855163574,0,train
39900,6.141908645629883,0,train
40200,47.09505844116211,1,train
40500,5.925673961639404,0,train
40800,7.632569313049316,0,train
41100,8.49409294128418,0,train
41400,9.072036743164062,0,train
41700,7.449612140655518,0,train
42000,8.468575477600098,0,train
42300,5.400278568267822,0,train
42600,7.725642681121826,0,train
42900,10.272828102111816,0,train
43200,7.535154342651367,0,train
43500,6.922497272491455,0,train
43800,5.525810718536377,0,train
44100,6.449883937835693,0,train
44400,7.06450891494751,0,train
44700,8.990825653076172,0,train
45000,8.424921035766602,0,train
45300,8.758134841918945,0,train
45600,23.624841690063477,0,train
45900,5.248648643493652,0,train
46200,7.056577205657959,0,train
46500,8.762690544128418,0,train
46800,8.406657218933105,0,train
47100,9.022669792175293,0,train
47400,8.031516075134277,0,train
47700,9.980595588684082,0,train
48000,7.822244644165039,0,train
48300,5.822312831878662,0,train
48600,7.857381820678711,0,train
48900,8.220699310302734,0,train
49200,7.888518333435059,0,train
49500,5.717350006103516,0,train
49800,4.60438346862793,0,train
50100,5.892468452453613,0,train
50400,7.217174530029297,0,train
50700,9.916203498840332,0,train
51000,6.32732629776001,0,train
51300,7.999429702758789,0,train
51600,7.368391990661621,0,train
51900,8.360715866088867,0,train
52200,6.4870219230651855,0,train
52500,8.318411827087402,0,train
52800,6.99771785736084,0,train
53100,5.1931281089782715,0,train
53400,1.2721083164215088,0,train
53700,8.708109855651855,0,train
54000,7.8214898109436035,0,train
54300,7.9984354972839355,0,train
54600,2.8318514823913574,0,train
54900,8.97795581817627,0,train
55200,5.879020690917969,0,train
55500,7.288107395172119,0,train
55800,7.541341781616211,0,train
56100,6.298867225646973,0,train
56400,7.909830570220947,0,train
56700,3.360491991043091,0,train
57000,5.547036170959473,0,train
57300,20.87006378173828,0,train
57600,8.548327445983887,0,train
57900,26.79732894897461,0,train
58200,7.818176746368408,0,train
58500,10.150028228759766,0,train
58800,8.55808162689209,0,train
59100,10.06801700592041,0,train
59400,9.944710731506348,0,train
59700,7.753849983215332,0,train
60000,9.313074111938477,0,train
60300,5.3152313232421875,0,train
60600,2.933553457260132,0,train
60900,44.55828094482422,1,train
61200,11.536848068237305,0,train
61500,8.097565650939941,0,train
61800,7.47247838973999,0,train
62100,11.6350679397583,0,train
62400,11.784737586975098,0,train
62700,6.510893821716309,0,train
63000,7.721184253692627,0,train
63300,10.057352066040039,0,train
63600,5.090673923492432,0,train
63900,4.78519868850708,0,train
64200,5.107388019561768,0,train
64500,7.924431800842285,0,train
64800,6.585649013519287,0,train
65100,13.264963150024414,0,train
65400,8.828836441040039,0,train
65700,9.850045204162598,0,train
66000,11.917191505432129,0,train
66300,15.509787559509277,0,train
66600,8.84755802154541,0,train
66900,6.844984531402588,0,train
67200,7.709847927093506,0,train
67500,6.691404342651367,0,train
67800,5.714992046356201,0,train
68100,14.676687240600586,0,train
68400,9.383833885192871,0,train
68700,14.655961990356445,0,train
69000,10.795727729797363,0,train
69300,14.830904960632324,0,train
69600,10.372305870056152,0,train
69900,10.99864387512207,0,train
70200,11.005891799926758,0,train
70500,15.945577621459961,0,train
70800,10.817655563354492,0,train
71100,8.137356758117676,0,train
71400,10.652009010314941,0,train
71700,12.600760459899902,0,train
72000,11.723093032836914,0,train
72300,11.931462287902832,0,train
72600,12.182465553283691,0,train
72900,12.812848091125488,0,train
73200,12.76417064666748,0,train
73500,13.187064170837402,0,train
73800,11.606210708618164,0,train
74100,10.108439445495605,0,train
74400,7.926856517791748,0,train
74700,9.203457832336426,0,train
75000,10.531661033630371,0,train
75300,11.688324928283691,0,train
75600,7.239584445953369,0,train
75900,8.176877975463867,0,train
76200,10.989561080932617,0,train
76500,11.273625373840332,0,train
76800,13.012557029724121,0,train
77100,13.664848327636719,0,train
77400,11.307324409484863,0,train
77700,13.339988708496094,0,train
78000,11.612839698791504,0,train
78300,6.69019889831543,0,train
78600,10.428743362426758,0,train
78900,12.818452835083008,0,train
79200,11.39441967010498,0,train
79500,12.35883617401123,0,train
79800,12.35785961151123,0,train
80100,7.023629665374756,0,train
80400,12.60379409790039,0,train
80700,13.28564453125,0,train
81000,11.55369758605957,0,train
81300,12.836433410644531,0,train
81600,10.151703834533691,0,train
81900,6.694614410400391,0,train
82200,10.520421028137207,0,train
82500,12.806062698364258,0,train
82800,11.4655122756958,0,train
83100,12.295358657836914,0,train
83400,13.378636360168457,0,train
83700,11.853405952453613,0,train
84000,13.78095531463623,0,train
84300,13.218369483947754,0,train
84600,11.89835262298584,0,train
84900,13.065194129943848,0,train
85200,35.8492546081543,0,train
85500,5.922979831695557,0,train
85800,10.128212928771973,0,train
86100,12.880523681640625,0,train
86400,12.417437553405762,0,train
86700,12.044364929199219,0,train
87000,10.431241989135742,0,train
87300,11.362579345703125,0,train
87600,12.97354793548584,0,train
87900,13.311097145080566,0,train
88200,11.875020980834961,0,train
88500,13.179122924804688,0,train
88800,4.470465660095215,0,train
89100,6.643475532531738,0,train
89400,11.083775520324707,0,train
89700,13.741032600402832,0,train
90000,11.916437149047852,0,train
90300,11.582452774047852,0,train
90600,9.158594131469727,0,train
90900,12.487549781799316,0,train
91200,13.236003875732422,0,train
91500,13.350075721740723,0,train
91800,8.783935546875,0,train
92100,12.375457763671875,0,train
92400,5.259195327758789,0,train
92700,4.131449222564697,0,train
93000,7.2921953201293945,0,train
93300,12.204330444335938,0,train
93600,19.318513870239258,0,train
93900,31.126482009887695,0,train
94200,10.132170677185059,0,train
94500,47.036643981933594,1,train
94800,13.03824234008789,0,train
95100,11.278409004211426,0,train
95400,11.534891128540039,0,train
95700,11.290731430053711,0,train
96000,4.490409851074219,0,train
96300,7.829863548278809,0,train
96600,10.802302360534668,0,train
96900,12.68648624420166,0,train
97200,11.38009262084961,0,train
97500,10.902387619018555,0,train
97800,12.322505950927734,0,train
98100,10.170710563659668,0,train
98400,12.803413391113281,0,train
98700,12.805058479309082,0,train
99000,11.60081672668457,0,train
99300,7.585596561431885,0,train
99600,9.854463577270508,0,train
99900,3.8423213958740234,0,train
100200,9.488295555114746,0,train
100500,12.207012176513672,0,train
100800,10.729036331176758,0,train
101100,1.972750186920166,0,train
101400,11.815483093261719,0,train
101700,10.554130554199219,0,train
102000,12.80125617980957,0,train
102300,12.789275169372559,0,train
102600,12.040889739990234,0,train
102900,9.290461540222168,0,train
103200,8.54257583618164,0,train
103500,4.164318084716797,0,train
103800,9.873353004455566,0,train
104100,12.685576438903809,0,train
104400,11.727790832519531,0,train
104700,11.93458080291748,0,train
105000,12.080727577209473,0,train
105300,11.751993179321289,0,train
105600,13.448226928710938,0,train
105900,12.295105934143066,0,train
106200,12.38752269744873,0,train
106500,12.227005958557129,0,train
106800,10.782393455505371,0,train
107100,5.958995819091797,0,train
107400,9.442742347717285,0,train
107700,11.406649589538574,0,train
108000,10.694388389587402,0,train
108300,9.780771255493164,0,train
108600,10.70926570892334,0,train
108900,10.034221649169922,0,train
109200,10.343737602233887,0,train
109500,10.336736679077148,0,train
109800,2.0981061458587646,0,train
110100,10.499013900756836,0,train
110400,2.7872977256774902,0,train
110700,5.526243686676025,0,train
111000,4.977051734924316,0,train
111300,7.203503608703613,0,train
111600,6.501914024353027,0,train
111900,5.586759567260742,0,train
112200,5.643344402313232,0,train
112500,7.188449859619141,0,train
112800,6.2342400550842285,0,train
113100,6.318140029907227,0,train
113400,6.983972549438477,0,train
113700,7.248347282409668,0,train
114000,3.2593467235565186,0,train
114300,4.97191047668457,0,train
114600,4.378781795501709,0,train
114900,18.526405334472656,0,train
115200,5.150517463684082,0,train
115500,4.266427040100098,0,train
115800,17.93902015686035,0,train
116100,6.033243179321289,0,train
116400,3.692373275756836,0,train
116700,6.42307710647583,0,train
117000,5.758298873901367,0,train
117300,7.734414100646973,0,train
117600,4.362756252288818,0,train
117900,4.972146034240723,0,train
118200,6.11704683303833,0,train
118500,9.12436580657959,0,train
118800,5.732560157775879,0,train
119100,6.648034572601318,0,train
119400,79.19184875488281,1,train
119700,5.757701873779297,0,train
120000,4.8680739402771,0,train
120300,5.972909927368164,0,train
120600,6.565849304199219,0,train
120900,6.406882286071777,0,train
121200,4.569787979125977,0,train
121500,17.16953468322754,0,train
121800,83.9620361328125,1,train
122100,8.478948593139648,0,train
122400,6.968513488769531,0,train
122700,5.9687042236328125,0,train
123000,5.885527610778809,0,train
123300,1.9408843517303467,0,train
123600,6.383634090423584,0,train
123900,2.659132242202759,0,train
124200,5.704522132873535,0,train
124500,4.0822954177856445,0,train
124800,5.520564079284668,0,train
125100,6.496250152587891,0,train
125400,6.782216548919678,0,train
125700,6.232502460479736,0,train
126000,4.925853729248047,0,train
126300,7.822555065155029,0,train
126600,5.487344741821289,0,train
126900,8.249541282653809,0,train
127200,7.447227954864502,0,train
127500,12.500711441040039,0,train
127800,8.110944747924805,0,train
128100,8.403158187866211,0,train
128400,6.616175651550293,0,train
128700,7.042369365692139,0,train
129000,6.266087532043457,0,train
129300,9.457837104797363,0,train
129600,7.985660076141357,0,train
129900,7.991264343261719,0,train
130200,5.798813819885254,0,train
130500,6.718928337097168,0,train
130800,6.964301109313965,0,train
131100,6.720564842224121,0,train
131400,7.863123893737793,0,train
131700,8.614450454711914,0,train
132000,4.874411582946777,0,train
132300,4.0701584815979,0,train
132600,2.9426705837249756,0,train
132900,7.665793418884277,0,train
133200,8.548141479492188,0,train
133500,6.333675861358643,0,train
133800,7.018243789672852,0,train
134100,8.147576332092285,0,train
134400,3.938420534133911,0,train
134700,8.098508834838867,0,train
135000,6.128241062164307,0,train
135300,8.38551139831543,0,train
135600,6.8291707038879395,0,train
135900,5.191716194152832,0,train
136200,5.44748592376709,0,train
136500,6.520546913146973,0,train
136800,4.557937145233154,0,train
137100,6.661616802215576,0,train
137400,6.418584823608398,0,train
137700,8.602174758911133,0,train
138000,17.827409744262695,0,train
138300,8.152643203735352,0,train
138600,6.421498775482178,0,train
138900,6.488899230957031,0,train
139200,5.280878067016602,0,train
139500,4.2519707679748535,0,train
139800,123.00601196289062,1,train
140100,59.685306549072266,1,train
140400,6.817450523376465,0,train
140700,8.537253379821777,0,train
141000,6.863408088684082,0,train
141300,8.03450870513916,0,train
141600,8.17109489440918,0,train
141900,8.90429973602295,0,train
142200,6.868398189544678,0,train
142500,33.209110260009766,0,train
142800,6.440498352050781,0,train
143100,5.950046062469482,0,train
143400,8.003957748413086,0,train
143700,7.022525787353516,0,train
144000,8.938146591186523,0,train
144300,6.048839092254639,0,train
144600,4.602175712585449,0,train
144900,6.617830753326416,0,train
145200,6.324057102203369,0,train
145500,5.238706111907959,0,train
145800,9.680081367492676,0,train
146100,7.985349178314209,0,train
146400,7.2194037437438965,0,train
146700,3.916184425354004,0,train
147000,7.273016452789307,0,train
147300,6.5109357833862305,0,train
147600,9.446186065673828,0,train
147900,8.320352554321289,0,train
148200,9.765400886535645,0,train
148500,7.3919758796691895,0,train
148800,7.356049060821533,0,train
149100,10.9088134765625,0,train
149400,11.283645629882812,0,train
149700,6.566047668457031,0,train
150000,9.67669677734375,0,train
150300,2.6343026161193848,0,train
150600,8.405473709106445,0,train
150900,11.11483383178711,0,train
151200,10.017698287963867,0,train
151500,10.668038368225098,0,train
151800,6.793386459350586,0,train
152100,9.171737670898438,0,train
152400,12.342314720153809,0,train
152700,11.57248592376709,0,train
153000,5.35646390914917,0,train
153300,11.13801097869873,0,train
153600,9.88888931274414,0,train
153900,6.332040309906006,0,train
154200,7.324084281921387,0,train
154500,11.714990615844727,0,train
154800,11.782612800598145,0,train
155100,9.505498886108398,0,train
155400,12.332777976989746,0,train
155700,11.917868614196777,0,train
156000,9.254268646240234,0,train
156300,12.143241882324219,0,train
156600,8.830533027648926,0,train
156900,11.775932312011719,0,train
157200,9.997356414794922,0,train
157500,7.239124774932861,0,train
157800,10.18850326538086,0,train
158100,11.912352561950684,0,train
158400,11.873848915100098,0,train
158700,10.092167854309082,0,train
159000,10.195804595947266,0,train
159300,11.932551383972168,0,train
159600,7.806285381317139,0,train
159900,12.214068412780762,0,train
160200,11.842535972595215,0,train
160500,12.188695907592773,0,train
160800,11.519097328186035,0,train
161100,7.152410507202148,0,train
161400,10.650659561157227,0,train
161700,8.13507080078125,0,train
162000,9.609928131103516,0,train
162300,6.373711109161377,0,train
162600,10.863048553466797,0,train
162900,11.512899398803711,0,train
163200,11.816946029663086,0,train
163500,11.823348045349121,0,train
163800,12.250311851501465,0,train
164100,10.564385414123535,0,train
164400,11.406107902526855,0,train
164700,6.589681625366211,0,train
165000,10.266043663024902,0,train
165300,10.969681739807129,0,train
165600,12.11180591583252,0,train
165900,9.762162208557129,0,train
166200,12.22068977355957,0,train
166500,10.742315292358398,0,train
166800,12.20422649383545,0,train
167100,11.75193977355957,0,train
167400,11.480782508850098,0,train
167700,11.375219345092773,0,train
168000,10.09608268737793,0,train
168300,6.449641227722168,0,train
168600,10.754392623901367,0,train
168900,10.426852226257324,0,train
169200,11.64425277709961,0,train
169500,9.74356746673584,0,train
169800,12.3203763961792,0,train
170100,11.299988746643066,0,train
170400,13.223281860351562,0,train
170700,11.469966888427734,0,train
171000,12.764847755432129,0,train
171300,11.319716453552246,0,train
171600,8.863744735717773,0,train
171900,6.153829097747803,0,train
172200,11.013283729553223,0,train
172500,10.742165565490723,0,train
172800,12.457653999328613,0,train
173100,9.81772518157959,0,train
173400,12.367055892944336,0,train
173700,10.975659370422363,0,train
174000,12.580629348754883,0,train
174300,12.207135200500488,0,train
174600,12.251657485961914,0,train
174900,11.616853713989258,0,train
175200,5.7157111167907715,0,train
175500,6.512709140777588,0,train
175800,10.714522361755371,0,train
176100,10.426424026489258,0,train
176400,12.98895263671875,0,train
176700,9.780077934265137,0,train
177000,12.811781883239746,0,train
177300,11.145381927490234,0,train
177600,12.68211555480957,0,train
177900,11.946303367614746,0,train
178200,12.130082130432129,0,train
178500,11.541787147521973,0,train
178800,9.627113342285156,0,train
179100,7.027431488037109,0,train
179400,10.672269821166992,0,train
179700,10.618915557861328,0,train
180000,11.307887077331543,0,train
180300,9.692015647888184,0,train
180600,11.818411827087402,0,train
180900,11.283085823059082,0,train
181200,12.078897476196289,0,train
181500,11.470475196838379,0,train
181800,14.55499267578125,0,train
182100,10.88120174407959,0,train
182400,13.183704376220703,0,train
182700,5.574174880981445,0,train
183000,12.568815231323242,0,train
183300,9.814817428588867,0,train
183600,14.459729194641113,0,train
183900,8.015167236328125,0,train
184200,14.511228561401367,0,train
184500,10.506875991821289,0,train
184800,15.053062438964844,0,train
185100,11.168122291564941,0,train
185400,15.198137283325195,0,train
185700,10.796067237854004,0,train
186000,14.450082778930664,0,train
186300,4.226606369018555,0,train
186600,13.648916244506836,0,train
186900,10.822336196899414,0,train
187200,14.869760513305664,0,train
187500,8.592306137084961,0,train
187800,14.537672996520996,0,train
188100,10.030820846557617,0,train
188400,14.883318901062012,0,train
188700,11.09624195098877,0,train
189000,14.915093421936035,0,train
189300,10.603535652160645,0,train
189600,11.399140357971191,0,train
189900,6.516761779785156,0,train
190200,10.891473770141602,0,train
190500,8.239788055419922,0,train
190800,14.252105712890625,0,train
191100,10.147673606872559,0,train
191400,14.309404373168945,0,train
191700,7.414664268493652,0,train
192000,15.037097930908203,0,train
192300,11.149120330810547,0,train
192600,15.222756385803223,0,train
192900,10.49892520904541,0,train
193200,12.926432609558105,0,train
193500,6.325109958648682,0,train
193800,12.432530403137207,0,train
194100,10.320658683776855,0,train
194400,13.755084991455078,0,train
194700,8.663484573364258,0,train
195000,13.430739402770996,0,train
195300,9.393872261047363,0,train
195600,10.16939926147461,0,train
195900,10.270994186401367,0,train
196200,12.20457649230957,0,train
196500,9.086483001708984,0,train
196800,12.663582801818848,0,train
197100,2.3334808349609375,0,train
197400,10.134918212890625,0,train
197700,8.85797119140625,0,train
198000,11.564163208007812,0,train
198300,6.302579879760742,0,train
198600,10.592851638793945,0,train
198900,8.586555480957031,0,train
199200,8.826818466186523,0,train
199500,11.236991882324219,0,train
199800,9.101901054382324,0,train
200100,6.435907363891602,0,train
200400,8.94484806060791,0,train
200700,3.38655161857605,0,train
201000,7.5484089851379395,0,train
201300,6.58936071395874,0,train
201600,9.417820930480957,0,train
201900,4.040003776550293,0,train
202200,7.2197585105896,0,train
202500,6.3395209312438965,0,train
202800,7.633060455322266,0,train
203100,5.377954006195068,0,train
203400,8.625826835632324,0,train
203700,6.844804763793945,0,train
204000,9.911787033081055,0,train
204300,3.814826488494873,0,train
204600,8.402642250061035,0,train
204900,6.945404052734375,0,train
205200,8.043017387390137,0,train
205500,6.105597496032715,0,train
205800,5.8620171546936035,0,train
206100,6.962301731109619,0,train
206400,6.905799388885498,0,train
206700,6.480961799621582,0,train
207000,6.566796779632568,0,train
207300,7.382417678833008,0,train
207600,4.131546497344971,0,train
207900,21.62673568725586,0,train
208200,6.16627836227417,0,train
208500,6.5800461769104,0,train
208800,414.49932861328125,1,train
209100,87.16484069824219,1,train
209400,3.147888660430908,0,train
209700,6.0779337882995605,0,train
210000,10.849058151245117,0,train
210300,31.621946334838867,0,train
210600,5.40755558013916,0,train
210900,1.1898753643035889,0,train
211200,9478.7109375,1,train
211500,4.053299903869629,0,train
211800,1.2602379322052002,0,train
212100,8.144560813903809,0,train
212400,8.145600318908691,0,train
212700,7.728489875793457,0,train
213000,7.45663595199585,0,train
213300,9.59138011932373,0,train
213600,9.552956581115723,0,train
213900,6.4656548500061035,0,train
214200,8.290472984313965,0,train
214500,8.68303394317627,0,train
214800,9.203448295593262,0,train
215100,6.1473307609558105,0,train
215400,8.552013397216797,0,train
215700,8.499898910522461,0,train
216000,10.329854965209961,0,train
216300,7.3889007568359375,0,train
216600,9.220004081726074,0,train
216900,7.932736396789551,0,train
217200,6.8305816650390625,0,train
217500,9.381479263305664,0,train
217800,9.356673240661621,0,train
218100,9.099099159240723,0,train
218400,9.044514656066895,0,train
218700,6.79954719543457,0,train
219000,101.41829681396484,1,train
219300,8.459380149841309,0,train
219600,10.36384105682373,0,train
219900,1.4959845542907715,0,train
220200,9.182522773742676,0,train
220500,9.174789428710938,0,train
220800,8.524746894836426,0,train
221100,9.52745246887207,0,train
221400,8.592397689819336,0,train
221700,9.10815143585205,0,train
222000,7.752751350402832,0,train
222300,2.601409673690796,0,train
222600,8.065167427062988,0,train
222900,9.448071479797363,0,train
223200,8.116145133972168,0,train
223500,8.080533027648926,0,train
223800,6.7078351974487305,0,train
224100,9.200065612792969,0,train
224400,9.254950523376465,0,train
224700,8.814887046813965,0,train
225000,7.72373104095459,0,train
225300,9.017605781555176,0,train
225600,5.334360599517822,0,train
225900,3.121249198913574,0,train
226200,124.37203216552734,1,train
226500,8.914687156677246,0,train
226800,6.983860969543457,0,train
227100,8.839665412902832,0,train
227400,8.865015029907227,0,train
227700,10.235648155212402,0,train
228000,8.504159927368164,0,train
228300,10.019596099853516,0,train
228600,8.276535987854004,0,train
228900,8.790367126464844,0,train
229200,8.7906494140625,0,train
229500,5.265746116638184,0,train
229800,7.062301158905029,0,train
230100,10.738306999206543,0,train
230400,9.5358247756958,0,train
230700,9.817837715148926,0,train
231000,9.273728370666504,0,train
231300,10.925102233886719,0,train
231600,9.272342681884766,0,train
231900,11.199748992919922,0,train
232200,9.106551170349121,0,train
232500,10.184828758239746,0,train
232800,9.606155395507812,0,train
233100,13.913542747497559,0,train
233400,7.185079097747803,0,train
233700,11.05434799194336,0,train
234000,9.790133476257324,0,train
234300,10.81280517578125,0,train
234600,9.910505294799805,0,train
234900,9.304437637329102,0,train
235200,9.811819076538086,0,train
235500,12.625709533691406,0,train
235800,9.873000144958496,0,train
236100,11.021827697753906,0,train
236400,7.663947582244873,0,train
236700,5.786877632141113,0,train
237000,7.751623630523682,0,train
237300,11.476454734802246,0,train
237600,10.182541847229004,0,train
237900,9.301106452941895,0,train
238200,10.36406135559082,0,train
238500,11.275840759277344,0,train
238800,10.262659072875977,0,train
239100,11.919093132019043,0,train
239400,9.759483337402344,0,train
239700,11.57047176361084,0,train
240000,6.931057453155518,0,train
240300,8.010966300964355,0,train
240600,8.211792945861816,0,train
240900,11.43890380859375,0,train
241200,9.882974624633789,0,train
241500,11.420377731323242,0,train
241800,10.334369659423828,0,train
242100,12.512642860412598,0,train
242400,10.586904525756836,0,train
242700,13.130898475646973,0,train
243000,11.34163761138916,0,train
243300,11.765841484069824,0,train
243600,9.134336471557617,0,train
243900,5.1755452156066895,0,train
244200,8.416292190551758,0,train
244500,12.234213829040527,0,train
244800,9.860553741455078,0,train
245100,11.225768089294434,0,train
245400,9.865828514099121,0,train
245700,12.086352348327637,0,train
246000,10.722593307495117,0,train
246300,12.21390151977539,0,train
246600,10.874702453613281,0,train
246900,11.75840950012207,0,train
247200,10.230738639831543,0,train
247500,3.9456403255462646,0,train
247800,5.53821325302124,0,train
248100,8.230246543884277,0,train
248400,9.585624694824219,0,train
248700,11.053771018981934,0,train
249000,10.720046997070312,0,train
249300,12.648679733276367,0,train
249600,11.612459182739258,0,train
249900,12.337182998657227,0,train
250200,9.966297149658203,0,train
250500,11.134566307067871,0,train
250800,3.3789138793945312,0,train
251100,5.60194730758667,0,train
251400,7.351027965545654,0,train
251700,11.377995491027832,0,train
252000,8.870604515075684,0,train
252300,10.82508373260498,0,train
252600,10.074936866760254,0,train
252900,12.51673412322998,0,train
253200,10.182101249694824,0,train
253500,11.735651969909668,0,train
253800,11.062491416931152,0,train
254100,11.814983367919922,0,train
254400,6.539002418518066,0,train
254700,8.051024436950684,0,train
255000,6.850019454956055,0,train
255300,12.289341926574707,0,train
255600,10.372026443481445,0,train
255900,10.291627883911133,0,train
256200,10.16791820526123,0,train
256500,11.284942626953125,0,train
256800,8.12986946105957,0,train
257100,10.41220760345459,0,train
257400,9.041963577270508,0,train
257700,10.080944061279297,0,train
258000,7.554949760437012,0,train
258300,5.006163120269775,0,train
258600,6.1973443031311035,0,train
258900,10.005651473999023,0,train
259200,9.469562530517578,0,train
259500,9.719555854797363,0,train
259800,9.06777572631836,0,train
260100,10.335433959960938,0,train
260400,9.385699272155762,0,train
260700,13.51956558227539,0,train
261000,8.451114654541016,0,train
261300,13.04981803894043,0,train
261600,16.381385803222656,0,train
261900,3.9458489418029785,0,train
262200,6.71083927154541,0,train
262500,11.183135986328125,0,train
262800,9.478565216064453,0,train
263100,9.65670394897461,0,train
263400,5.2839226722717285,0,train
263700,10.051450729370117,0,train
264000,8.779497146606445,0,train
264300,11.192031860351562,0,train
264600,8.320734977722168,0,train
264900,10.570576667785645,0,train
265200,5.33628511428833,0,train
265500,5.40576171875,0,train
265800,6.062077045440674,0,train
266100,10.559430122375488,0,train
266400,8.507829666137695,0,train
266700,11.055038452148438,0,train
267000,9.729381561279297,0,train
267300,10.938528060913086,0,train
267600,8.804644584655762,0,train
267900,10.816916465759277,0,train
268200,9.221081733703613,0,train
268500,10.87830924987793,0,train
268800,4.380892276763916,0,train
269100,5.520991802215576,0,train
269400,6.064608097076416,0,train
269700,10.635619163513184,0,train
270000,9.941413879394531,0,train
270300,9.523905754089355,0,train
270600,10.888543128967285,0,train
270900,9.390697479248047,0,train
271200,10.83027458190918,0,train
271500,9.995661735534668,0,train
271800,10.991013526916504,0,train
272100,10.006646156311035,0,train
272400,7.3550639152526855,0,train
272700,4.496041774749756,0,train
273000,8.439931869506836,0,train
273300,8.99643611907959,0,train
273600,10.792712211608887,0,train
273900,9.117713928222656,0,train
274200,10.468378067016602,0,train
274500,10.04644775390625,0,train
274800,10.660529136657715,0,train
275100,10.209074020385742,0,train
275400,10.355793952941895,0,train
275700,8.884649276733398,0,train
276000,7.463369846343994,0,train
276300,5.479289531707764,0,train
276600,7.5491414070129395,0,train
276900,10.01998519897461,0,train
277200,10.392498970031738,0,train
277500,8.9451322555542,0,train
277800,10.916913986206055,0,train
278100,6.738320827484131,0,train
