split,graph,label,score,prediction,dataset,seed,mode,alpha,beta,hidden,embed_dim,temperature,drop_rate,mask_rate,edge_drop_rate,filtrations,threshold
val,streamspot_524,0,0.24623096287250518,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_218,0,0.7259909987449646,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_270,0,0.83952397108078,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_132,0,0.1978041112422943,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_599,0,0.6337949275970459,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_499,0,0.023947113007307053,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_184,0,0.06089535728096962,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_359,1,0.5736656188964844,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_397,1,0.835390853881836,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_325,1,0.56517493724823,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_527,0,0.23954510390758516,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_302,1,0.5669478178024292,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_361,1,0.5658814430236816,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_215,0,0.06659191474318504,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_128,0,0.1972600132226944,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_381,1,0.5640363693237305,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_273,0,0.06074114143848419,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_62,0,0.09958821162581444,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_342,1,0.5900846719741821,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_351,1,0.5600717186927795,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_327,1,0.5701843857765198,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_333,1,0.5557889938354492,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_392,1,0.918888783454895,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_399,1,0.5626813650131226,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_371,1,0.5610568642616272,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_554,0,0.18269451037049295,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
val,streamspot_321,1,0.5771120905876159,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_341,1,0.5642266750335694,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_180,0,0.16690727174282075,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_317,1,0.5755296349525452,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_313,1,0.6689195036888123,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_22,0,0.23928730338811874,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_72,0,0.20167801678180694,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_301,1,0.5716373324394226,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_380,1,0.7320239186286926,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_389,1,0.5732008457183838,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_315,1,0.5700293779373169,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_300,1,0.5575784683227539,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_393,1,0.5783009767532349,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_347,1,0.5775088787078857,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_310,1,0.5879466891288757,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_577,0,0.6731225967407226,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_193,0,0.06097527593374252,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_2,0,0.0828746311366558,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_452,0,0.05282298102974892,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_306,1,0.5766647815704345,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_378,1,0.5727745294570923,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_268,0,0.20484031736850739,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_154,0,0.04448751136660576,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_280,0,0.24729889929294585,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_172,0,0.04283356517553329,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_424,0,0.024639061465859414,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_319,1,0.5814667701721191,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_90,0,0.5861844897270203,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_387,1,0.5761573910713196,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_329,1,0.5884145379066468,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_370,1,0.7839452743530273,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_441,0,0.10290463492274285,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_394,1,0.7750586271286011,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_131,0,0.052252604812383655,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_314,1,0.93750079870224,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_84,0,0.3719559073448181,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_349,1,0.5764479279518128,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_348,1,0.569433867931366,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_334,1,0.5454557776451111,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_462,0,0.07289715632796287,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_382,1,0.5578040957450867,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_373,1,0.5563248991966248,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_345,1,0.5700984477996827,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_55,0,0.30014769434928895,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_384,1,0.5766998887062073,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_155,0,0.112218077480793,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_290,0,0.24947336316108704,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_395,1,0.5594871282577515,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_377,1,0.8960733890533448,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_70,0,0.26908771991729735,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_238,0,0.5024737790226936,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_330,1,0.568072509765625,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_15,0,0.3089439690113068,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_386,1,0.5707566738128662,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_396,1,0.5598415851593017,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_346,1,0.5852636218070983,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_561,0,0.25134305059909823,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_320,1,0.5690327644348144,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_337,1,0.5634819149971009,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_372,1,0.5590464234352112,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_375,1,0.5715434789657593,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_506,0,0.19093928337097169,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_447,0,0.09512746036052704,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_335,1,0.5414349555969238,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_76,0,0.10887888967990875,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_510,0,0.19278320968151091,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_336,1,0.5684361457824707,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_354,1,0.5765532374382019,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_75,0,0.1935456722974777,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_390,1,0.5800993204116821,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_307,1,0.5603393316268921,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_416,0,0.17906125485897065,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_436,0,0.04246788695454597,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_101,0,0.11094071120023727,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_0,0,0.25641219317913055,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_326,1,0.5710318446159363,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_11,0,0.1171172834932804,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_360,1,0.5795607924461365,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_340,1,0.5707828760147095,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_456,0,0.036574321985244754,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_484,0,0.029630024172365665,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_316,1,0.7328269600868225,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_585,0,0.2560212552547455,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_385,1,0.5643839240074158,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_73,0,0.16458019018173217,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_104,0,0.056688540428876874,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_575,0,0.17883284091949464,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_124,0,0.2134783983230591,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_357,1,0.5692038297653198,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_308,1,0.5647790312767029,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_209,0,0.19177373945713044,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_358,1,0.5722314476966858,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_363,1,0.5622229099273681,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_379,1,0.564969515800476,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_303,1,0.809768557548523,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_368,1,0.5762280941009521,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_369,1,0.5819451332092285,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_481,0,0.07013121210038661,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_211,0,0.2921088606119156,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_309,1,0.5730377197265625,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_305,1,0.5750385761260987,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_366,1,0.7895916819572448,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_68,0,0.3015901565551758,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_383,1,0.5712809205055237,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_328,1,0.5603361368179322,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_77,0,0.1291920855641365,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_69,0,0.28160126507282257,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_277,0,0.06910801380872726,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_471,0,0.048789558187127116,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_343,1,0.5681086659431458,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_79,0,0.2792549252510071,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_551,0,0.5816076099872589,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_194,0,0.05366866178810596,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_509,0,0.7135215133428574,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_338,1,0.5870463132858277,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_339,1,0.6927523255348206,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_391,1,0.5812840104103089,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_278,0,0.16743267253041266,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_491,0,0.03076130673289299,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_148,0,0.1842520534992218,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_182,0,0.061772944033145906,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_344,1,0.5770070195198059,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_591,0,0.27481054663658144,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_353,1,0.5581379055976867,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_82,0,0.09715841636061669,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_367,1,0.5625467538833618,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_572,0,0.5733297526836395,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_565,0,0.6674404263496398,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_388,1,0.6007273674011231,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_398,1,1.0279956936836243,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_374,1,0.5673373103141784,1,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_421,0,0.024917406402528285,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_515,0,0.16680659651756286,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
test,streamspot_33,0,0.250394469499588,0,streamspot,42,graph_topo,0.5,0.5,64,64,0.2,0.1,0.1,0.1,"degree,closeness",0.44021000564098356
