dataset,seed,mode,index,val_score,y_val,test_score,y_test
wget,44,graph_topo,17,,,0.27401777505874636,0
wget,44,graph_topo,18,,,0.1031857632100582,1
wget,44,graph_topo,19,,,0.7229909539222718,0
wget,44,graph_topo,20,,,0.3027145504951477,0
wget,44,graph_topo,21,,,0.7907915949821472,1
wget,44,graph_topo,22,,,0.6514224231243133,0
wget,44,graph_topo,23,,,0.6588750839233398,1
wget,44,graph_topo,24,,,0.48739378452301024,1
wget,44,graph_topo,25,,,0.4326408475637436,0
wget,44,graph_topo,26,,,0.08072713762521744,1
wget,44,graph_topo,27,,,0.6014369249343872,1
wget,44,graph_topo,28,,,0.7768624067306519,0
wget,44,graph_topo,29,,,0.35366285741329195,1
wget,44,graph_topo,30,,,0.47887676358222964,1
wget,44,graph_topo,31,,,0.05935162156820297,0
wget,44,graph_topo,32,,,0.2853534698486328,0
wget,44,graph_topo,33,,,0.663990592956543,0
wget,44,graph_topo,34,,,0.6935654044151306,0
wget,44,graph_topo,35,,,0.5188181102275848,1
wget,44,graph_topo,36,,,0.3255415290594101,0
wget,44,graph_topo,37,,,0.6670343756675721,1
wget,44,graph_topo,38,,,0.0763189136981964,1
wget,44,graph_topo,39,,,0.2680073782801628,0
wget,45,graph_topo,0,0.5593212306499481,0,0.7468386292457581,1
wget,45,graph_topo,1,0.11428015530109406,1,0.7790342926979065,0
wget,45,graph_topo,2,0.1196853369474411,1,0.7134907364845275,0
wget,45,graph_topo,3,0.9284101247787475,0,0.5479049801826477,0
wget,45,graph_topo,4,0.6888920307159424,1,0.7466969162225723,0
wget,45,graph_topo,5,0.29566680938005446,0,0.1331924632191658,1
wget,45,graph_topo,6,0.8545683860778809,1,0.2988472193479538,0
wget,45,graph_topo,7,0.5011922538280487,0,0.6029258906841278,0
wget,45,graph_topo,8,0.7825362920761109,1,0.6957331299781799,1
wget,45,graph_topo,9,0.26822552680969236,0,0.21941925585269928,0
wget,45,graph_topo,10,,,0.6752670764923095,1
wget,45,graph_topo,11,,,0.26947399973869324,1
wget,45,graph_topo,12,,,0.358279886841774,1
wget,45,graph_topo,13,,,0.603872811794281,1
wget,45,graph_topo,14,,,0.3127213686704636,1
wget,45,graph_topo,15,,,0.11228789985179902,1
wget,45,graph_topo,16,,,0.5993816316127777,0
wget,45,graph_topo,17,,,0.32460620403289797,0
wget,45,graph_topo,18,,,0.24665818959474564,1
wget,45,graph_topo,19,,,0.14997176826000214,1
wget,45,graph_topo,20,,,0.5018187284469604,0
wget,45,graph_topo,21,,,0.06466230154037475,0
wget,45,graph_topo,22,,,0.6788459062576294,1
wget,45,graph_topo,23,,,0.6225027441978455,0
wget,45,graph_topo,24,,,0.09119966626167297,1
wget,45,graph_topo,25,,,0.1632736384868622,0
wget,45,graph_topo,26,,,0.7451422572135925,0
wget,45,graph_topo,27,,,0.6841196894645691,1
wget,45,graph_topo,28,,,0.7103714346885681,1
wget,45,graph_topo,29,,,0.8392626285552979,1
wget,45,graph_topo,30,,,0.5929915964603424,0
wget,45,graph_topo,31,,,0.3229257732629776,0
wget,45,graph_topo,32,,,0.08708771020174026,1
wget,45,graph_topo,33,,,0.6251906871795654,0
wget,45,graph_topo,34,,,0.6359504818916321,1
wget,45,graph_topo,35,,,1.080419373512268,1
wget,45,graph_topo,36,,,0.538028770685196,0
wget,45,graph_topo,37,,,0.2734546184539795,0
wget,45,graph_topo,38,,,0.05969309210777283,1
wget,45,graph_topo,39,,,0.6803620100021363,0
wget,46,graph_topo,0,0.04956727623939514,1,0.3545519709587097,0
wget,46,graph_topo,1,0.2886899158358574,0,0.07026233673095703,1
wget,46,graph_topo,2,0.28985795974731443,0,0.8914961099624634,1
wget,46,graph_topo,3,0.35034420490264895,1,0.3095463991165161,1
wget,46,graph_topo,4,0.08744010627269745,1,0.5952655076980591,1
wget,46,graph_topo,5,0.685113114118576,1,0.6699554800987244,0
wget,46,graph_topo,6,0.11483302265405655,1,0.36490430533885954,0
wget,46,graph_topo,7,0.38458020985126495,0,0.7470127463340759,1
wget,46,graph_topo,8,0.4237934410572052,0,0.2682841867208481,0
wget,46,graph_topo,9,0.26586085855960845,0,0.15780645832419396,0
wget,46,graph_topo,10,,,0.73274827003479,0
wget,46,graph_topo,11,,,0.2567441940307617,0
wget,46,graph_topo,12,,,0.053344469517469406,0
wget,46,graph_topo,13,,,0.043376734107732774,1
wget,46,graph_topo,14,,,0.08787046670913697,1
wget,46,graph_topo,15,,,0.31985023617744446,0
wget,46,graph_topo,16,,,0.30730660259723663,0
wget,46,graph_topo,17,,,0.8277204871177674,1
wget,46,graph_topo,18,,,0.08580639511346817,1
wget,46,graph_topo,19,,,0.09126613214612007,1
wget,46,graph_topo,20,,,0.09492822587490082,1
wget,46,graph_topo,21,,,0.048026430606842044,1
wget,46,graph_topo,22,,,0.8730977535247803,0
wget,46,graph_topo,23,,,0.05290700793266297,1
wget,46,graph_topo,24,,,0.32099384963512423,0
wget,46,graph_topo,25,,,0.0667867437005043,1
wget,46,graph_topo,26,,,0.07031041160225868,0
wget,46,graph_topo,27,,,0.04718068614602089,1
wget,46,graph_topo,28,,,0.36620489358901975,1
wget,46,graph_topo,29,,,0.0885864481329918,0
wget,46,graph_topo,30,,,0.6024434447288514,0
wget,46,graph_topo,31,,,0.41905548572540285,1
wget,46,graph_topo,32,,,0.21108263432979585,1
wget,46,graph_topo,33,,,0.03080003783106804,0
wget,46,graph_topo,34,,,0.09964183419942856,1
wget,46,graph_topo,35,,,0.09054718464612961,0
wget,46,graph_topo,36,,,0.8170234322547912,0
wget,46,graph_topo,37,,,0.3305723577737808,1
wget,46,graph_topo,38,,,0.4445503354072571,0
wget,46,graph_topo,39,,,0.8778735518455505,0
